END_REASON_ID,END_REASON_DESCRIPTION,END_REASON_DESCRIPTION CLEAR
14,аймаг руу шилжсэн,хот суурин газар руу шилжин ажиллахаар болсон
14,аймагруу шилжсэн,хот суурин газар руу шилжин ажиллахаар болсон
14,аймагт ажиллах болсон,хот суурин газар руу шилжин ажиллахаар болсон
14,аймгийн төв руу шилжих,хот суурин газар руу шилжин ажиллахаар болсон
14,аймгийн төв рүү шилжсэн,хот суурин газар руу шилжин ажиллахаар болсон
14,аймгийн төв шилжсэн,хот суурин газар руу шилжин ажиллахаар болсон
14,аймгийн төвд мэргэжлийн ажлаар ажиллах болсон.,хот суурин газар руу шилжин ажиллахаар болсон
14,аймгийн төвд шилжсэн,хот суурин газар руу шилжин ажиллахаар болсон
14,аймгийн төврүү шилжсэн,хот суурин газар руу шилжин ажиллахаар болсон
11,аймгийн төвөөс явж ажиллаж байсан тул өөрийн хүсэлтээр ажлаас гарсан,өөрийн хүсэлтээр
13,албан  тушаал  дэвшсэн,дэвшин ажиллахаар
13,албан тушаал ахисан тул гарсан,дэвшин ажиллахаар
13,албан тушаал дэвших,дэвшин ажиллахаар
13,албан тушаал дэвшсэн,дэвшин ажиллахаар
13,албан тушаал солисон,дэвшин ажиллахаар
13,албан тушаал солих,дэвшин ажиллахаар
13,албан тушаал өөрчлөгдсөн,дэвшин ажиллахаар
13,албан тушаалаа ахиулсан,дэвшин ажиллахаар
12,амаржихаар,жирэмсний амралт
12,амаржсан,жирэмсний амралт
10,амаржсан хүний оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
10,амаржсны амралттай хүний оронд түр ажиллаж байсан,хүний оронд түр ажиллаж байсан
0,амарсан,ажиллаж байгаа
5,амьдарлын шаардлагаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,амьдралын гачигдлаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,амьдралын шаардлагаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар  гэрийн  гачигдал,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гарийн асуудлаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэр,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэр  Хэ Бор-Өндөр лүү шилжсэн.,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэр гачигдал,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэр улаанбаатар хотруу шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэр шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэр өөр гөзөр шилжсэн.,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрий гачигдалаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн  гачигдлаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн  шалтгаанаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн асуудал,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн асуудлаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн байдал,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн байдлаас,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн байршлын шалтгаан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн гачигдал,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн гачигдлаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,"ар гэрийн гачигдлаар
","ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн гачигдлын улмаас,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн суурьшилаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн хаяг байршилаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн шалтгаан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн шалтгаанаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн шалтгаанаас,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн шилжилт хөдөлгөөн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн шилжилтийн шалтгаанаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрээ дагаж шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрээр өөр газарт шилжсэн.,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрээрээ улаанбаатар  хотод шилжиж ирсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
13,арга зүйч,дэвшин ажиллахаар
13,арга зүйчийн албан тушаалд шилжсэн,дэвшин ажиллахаар
13,арга зүйчээр ажиллах болсон,дэвшин ажиллахаар
13,арга зүйчээр тушаал ахиж ажилласан.,дэвшин ажиллахаар
0,"арга зүйчээс бүлгийн багш болсон
",ажиллаж байгаа
14,архангай МУБИС-д багшлахаар,хот суурин газар руу шилжин ажиллахаар болсон
13,бага сургуулийн менежерээр очсон,дэвшин ажиллахаар
11,багш болсон,өөрийн хүсэлтээр
11,"багш болсон
",өөрийн хүсэлтээр
11,багш мэргэжлээрээ ажиллах,өөрийн хүсэлтээр
11,багш хийхээр гарсан,өөрийн хүсэлтээр
11,багшаар ажиллахаар,өөрийн хүсэлтээр
6,багшаар суралцах,мэргэжил дээшлүүлэхээр
13,багшийн ажилд шилжсэн,дэвшин ажиллахаар
13,багшийн ауилд шилжсэн,дэвшин ажиллахаар
13,багшийн туслах болсон,дэвшин ажиллахаар
13,багшийн үндсэн орон тооны  ажлын байранд шалгарсан,дэвшин ажиллахаар
11,багшлахаар,өөрийн хүсэлтээр
4,байгууллага дампуурсан.,халагдсан
13,байгууллага дотроо ажил сольсон.,дэвшин ажиллахаар
4,байгууллага татан буугдсан,халагдсан
13,байгууллагад өөр ажилд томилогдсон,дэвшин ажиллахаар
4,байгууллагын нэр солигдсон,халагдсан
